title,release,day_audience,total_audience,screen,Nationality,distributor,grade,genre,director,actor,date,day,weekday,holiday
살인의뢰,2015-03-12,280,855360,5,한국,씨네그루(주)다우기술,청소년관람불가,"범죄,스릴러",손용호,"김상경,김성균,박성웅,윤승아,조재윤,김의성,기주봉,홍성덕,오대환,이정훈,이진수,박소희,박일우,박혜미,송영창,태욱,김덕순,이다희,이상인,이용출,임종윤",2015-04-20,40,월요일,0
샌안드레아스,2015-06-03,53,1716228,1,미국,워너브러더스코리아(주),12세이상관람가,"액션,드라마,스릴러",브래드페이튼,"드웨인존슨,알렉산드리아다다리오",2015-07-12,40,일요일,1
서부전선,2015-09-24,183,608359,1,한국,롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,"전쟁,드라마",천성일,"설경구,여진구,이경영,정성화,정인기,김원해,김태훈,정석원,한민수,조상원,이찬유,김선영,이은형,이소명,유순철,김동규,오성택,김명환,김민지,김종석,김지영,김태훈,박시연,박아형,박지연,박지원,최호중,김시은,조희봉",2015-10-30,37,금요일,0
"서서평,천천히평온하게",2017-04-26,971,102162,12,한국,커넥트픽쳐스(주),전체관람가,다큐멘터리,"홍주연,홍현정","하정우,윤안나,안은새",2017-06-04,40,일요일,1
서울역,2016-08-17,4,146987,2,한국,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,애니메이션,연상호,"류승룡,심은경,이준,연상호,연상호,연상호,연상호,오윤석,이건우,이동하,이상희,이상희,최길수",2016-09-21,36,수요일,0
선오브갓,2014-04-10,32,328583,4,미국,(주)프레인글로벌,12세이상관람가,드라마,크리스토퍼스펜서,"디오고모르가도,세바스찬냅,다윈쇼",2014-05-19,40,월요일,0
설리허드슨강의기적,2016-09-28,52,624371,3,미국,워너브러더스코리아(주),12세이상관람가,드라마,클린트이스트우드,"톰행크스,아론에크하트,로라린니",2016-11-06,40,일요일,1
성난변호사,2015-10-08,182,1127929,11,한국,씨제이이앤엠(주),15세이상관람가,"범죄,액션",허종호,"오상철,이선균,김고은,임원희,장현성,최재웅,김윤혜,홍성덕,배유람,권귀덕,조경섭,조경섭,정진근,장명진,이확광,이형섭,이은택,이수민,이기창,유영진,김현정,노영화,송원종,박지영",2015-11-16,40,월요일,0
세상에서고양이가사라진다면,2016-11-09,34,70424,1,일본,(주)크리픽쳐스,12세이상관람가,드라마,나가이아키라,"사토타케루,미야자키아오이,오쿠다에이지,하라다미에코",2016-12-14,36,수요일,0
셜록유령신부,2016-01-02,5,1278871,1,영국,메가박스(주)플러스엠,12세이상관람가,"범죄,드라마",더글라스맥키넌,"베네딕트컴버배치,마틴프리먼",2016-02-10,40,수요일,1
소셜포비아,2015-03-12,4,249087,2,한국,CGV아트하우스,15세이상관람가,"스릴러,드라마",홍석재,"변요한,이주승,하윤경,이강욱,류준열,배유람,임지호,엄기성,하상명,전신환,김종수,남문철",2015-04-20,40,월요일,0
소수의견,2015-06-24,58,382787,3,한국,(주)시네마서비스,15세이상관람가,드라마,김성제,"윤계상,유해진,김옥빈,이경영,장광,권해효,손아람,박주형,이은미,이은우,김의성,조복래,김종수,박충선",2015-08-01,39,토요일,1
숀더쉽,2015-08-13,4,91586,1,영국,(주)박수엔터테인먼트,전체관람가,"애니메이션,어드벤처,코미디","마크버튼,리처드스타잭",NA,2015-09-21,40,월요일,0
수상한그녀,2014-01-22,91250,8208669,388,한국,씨제이이앤엠(주),15세이상관람가,드라마,황동혁,"심은경,나문희,박인환,성동일,이진욱,김현숙,황정민,김슬기,박형우,신재훈,박인환,이태식,박재홍,서진호,양태규,정상원,정은임,정종혁,조명행,진영,한상경,한흥석,김경아,이주희,김동욱,김동희,김민준,김선하,김순찬,김영웅,김용진,김재섭,김정원,박선희,한지은,김수현,황영희,장광,전우재",2014-03-02,40,일요일,1
수어사이드스쿼드,2016-08-03,0,1898121,1,미국,워너브러더스코리아(주),15세이상관람가,액션,데이비드에이어,"윌스미스,자레드레토,마고로비,스콧이스트우드,카라델러비인,제이코트니,조엘킨나만,비올라데이비스,제이헤르난데즈,애덤비치,카렌후쿠하라,커먼,벤애플렉",2016-09-08,37,목요일,0
순수의시대,2015-03-05,5,469891,1,한국,씨제이이앤엠(주),청소년관람불가,"사극,드라마",안상훈,"신하균,장혁,강한나,강하늘,박혜준,정현국,권승구,서지오,권지훈,천준호,최아람,양영조,김경애,오하늬,윤민규,이광기,김민수,이상민,이수민,손병호,박갑진,최무성,기주봉,이재용,문영동,조희봉",2015-04-08,35,수요일,0
순종,2016-11-17,1376,54005,12,한국,"(재)CBS,(주)영화사안다미로",전체관람가,다큐멘터리,"김동민,이주훈","최강희,최수종,김은혜,김영화",2016-12-26,40,월요일,0
슈퍼빼꼼스파이대작전,2017-05-03,4,98917,1,한국,메가박스(주)플러스엠,전체관람가,"애니메이션,코미디",임아론,"김태균,최정현,최낙윤,남도형,윤용식,김성연,박상호,장현주",2017-06-11,40,일요일,1
스누피더피너츠무비,2015-12-24,46,196936,3,미국,이십세기폭스코리아(주),전체관람가,"애니메이션,어드벤처,코미디",스티브마티노,NA,2016-02-01,40,월요일,0
스머프비밀의숲,2017-04-28,80,426350,2,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,전체관람가,"애니메이션,가족",캘리애스버리,"데미로바토,레인윌슨,조맨가니엘로,잭맥브레이어,맨디파틴킨",2017-06-06,40,화요일,1
스물,2015-03-25,487,3041047,12,한국,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"코미디,드라마",이병헌,"김우빈,이준호,강하늘,정덕희,주창욱,권지훈,오하늬,오현경,이성두,정소민,안재홍,이유비,김의성,김종수,민지,황미영",2015-05-03,40,일요일,1
스타워즈깨어난포스,2015-12-17,395,3271478,16,미국,월트디즈니컴퍼니코리아(주),12세이상관람가,"액션,어드벤처,판타지",J.J.에이브럼스,"해리슨포드,마크해밀,캐리피셔,사이몬페그,오스카아이삭,막스본시도우,도널글리슨",2016-01-25,40,월요일,0
스타트렉비욘드,2016-08-17,248,1148770,3,미국,롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,"액션,SF",저스틴린,"크리스파인,사이몬페그,조샐다나,재커리퀸토,칼어번,안톤옐친,존조,이드리스엘바,소피아부텔라",2016-09-25,40,일요일,1
스텝업올인,2014-09-03,51,563818,2,미국,(주)나이너스엔터테인먼트,12세이상관람가,"드라마,멜로/로맨스",트리시시에,"라이언구즈만,브리아나에비건,애덤G.세바니,알리슨스토너",2014-10-07,35,화요일,0
스티브잡스,2016-01-21,33,68614,1,미국,유니버설픽쳐스인터내셔널코리아(유),12세이상관람가,드라마,대니보일,"마이클패스벤더,케이트윈슬렛,세스로건",2016-02-29,40,월요일,0
스틸앨리스,2015-04-29,342,111611,25,미국,그린나래미디어(주),12세이상관람가,드라마,"리처드글랫저,워시웨스트모어랜드","줄리안무어,알렉볼드윈,크리스틴스튜어트,케이트보스워스",2015-06-07,40,일요일,1
스파이,2015-05-21,317,2317056,7,미국,이십세기폭스코리아(주),15세이상관람가,"액션,코미디",폴페이그,"주드로,제이슨스타뎀,멜리사맥카시",2015-06-29,40,월요일,0
스파이더맨홈커밍,2017-07-05,824,7255302,19,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,12세이상관람가,"액션,어드벤처,SF",존와츠,"톰홀랜드,로버트다우니주니어,마이클키튼,마리사토메이,젠다야콜맨,존파브로,마틴스타,로건마샬-그린,가르셀라보베,스탠리,보킴우드바인,케네스최,토니레볼로리,타인달리",2017-08-13,40,일요일,1
스파이브릿지,2015-11-05,22,264809,1,미국,이십세기폭스코리아(주),12세이상관람가,"스릴러,드라마",스티븐스필버그,"톰행크스,마크라이런스,오스틴스토웰",2015-12-14,40,월요일,0
스포트라이트,2016-02-24,268,296088,16,미국,(주)팝엔터테인먼트,15세이상관람가,"드라마,스릴러",토마스맥카시,"마이클키튼,마크러팔로,레이첼맥아담스",2016-04-03,40,일요일,1
스폰지밥3D,2015-02-18,254,324735,8,미국,씨제이이앤엠(주),전체관람가,"애니메이션,어드벤처,코미디",폴티비트,"안토니오반데라스,클랜시브라운,톰케니,전태열,이인성,최한",2015-03-29,40,일요일,1
스플릿,2016-11-09,35,758195,1,한국,오퍼스픽쳐스,15세이상관람가,드라마,최국희,"유지태,이정현,이다윗,정성화,김지은,김태훈,신민수,윤수현,이정주,이지수,조선묵,조수정,최승",2016-12-17,39,토요일,1
슬로우비디오,2014-10-02,19,1169562,3,한국,이십세기폭스코리아(주),12세이상관람가,"드라마,코미디",김영탁,"차태현,남상미,오달수,고창석,진경,유영,김강현,최성원,이준혁,이용감,이윤수,정다이,정지연,현창조,김상철,김용구,류혜영,조덕제,안길강",2014-11-05,35,수요일,0
시간이탈자,2016-04-13,116,1202320,13,한국,씨제이이앤엠(주),15세이상관람가,스릴러,곽재용,"임수정,조정석,이진욱,정진영,이기우,온주완,전신환,이민호,김보라,임예진,정웅인,박준규,남태부,차은재,박지원,박소영,백준혁,조민영,신지수,이동희,이성준,이영민,김수영",2016-05-18,36,수요일,0
시카리오암살자의도시,2015-12-03,292,148469,11,미국,롯데쇼핑㈜롯데엔터테인먼트,청소년관람불가,"범죄,미스터리,스릴러",드니빌뇌브,"에밀리블런트,베니치오델토로,조슈브롤린",2016-01-11,40,월요일,0
신데렐라,2015-03-19,3,716226,2,미국,월트디즈니컴퍼니코리아(주),전체관람가,멜로/로맨스,케네스브래너,"릴리제임스,리처드매든,케이트블란쳇,헬레나본햄카터,홀리데이그레인저,소피맥쉐라",2015-04-27,40,월요일,0
신비한동물사전,2016-11-16,6058,4652626,58,미국,워너브러더스코리아(주),12세이상관람가,"어드벤처,가족,판타지",데이빗예이츠,"에디레드메인,콜린파렐,캐서린워터스턴,앨리슨수돌,댄포글러,사만다모튼,젠머레이",2016-12-25,40,일요일,1
신의한수,2014-07-03,91,3566193,4,한국,(주)쇼박스,청소년관람불가,"범죄,액션",조범구,"정우성,안성기,이범수,김인권,이시영,안길강,최진혁,홍성덕,정윤선,강다혜,박지훈,백동현,서병덕,고용석,윤정희,이다혜,최두엽,최시은,최제헌,이명희,권태원,이은지,이정호,이주희,김선웅,김주형,김태진,박갑진,유재상,김홍파,유순철,김명수,안서현,이용녀,최일화",2014-08-11,40,월요일,0
신이보낸사람,2014-02-13,498,419154,21,한국,"(주)씨타마운틴픽쳐스,(주)마인스엔터테인먼트",15세이상관람가,드라마,김진무,"김인권,홍경인,최규환,기주봉,안병경,조덕제,김재화,박정희,임준규,정동철,정유동,정현기,권혁주,황규연,이정수,이정민,김상준,김은혜,최규환,안병경,오산하",2014-03-24,40,월요일,0
심야식당,2015-06-18,44,130870,4,일본,(주)영화사진진,12세이상관람가,드라마,마츠오카조지,"코바야시카오루,오다기리조,타카오카사키",2015-07-27,40,월요일,0
싱스트리트,2016-05-19,634,553041,24,아일랜드,(주)이수C&E,15세이상관람가,"드라마,멜로/로맨스",존카니,"퍼디아월시-필로,루시보인턴,잭레이너",2016-06-27,40,월요일,0
쎄시봉,2015-02-05,116,1712543,3,한국,씨제이이앤엠(주),15세이상관람가,"멜로/로맨스,코미디,드라마",김현석,"김윤석,정우,한효주,김희애,진구,장현성,강하늘,조복래,김인권,장미진,강명찬,정수교,조성관,천준호,최남주,최성택,최성택,최충열,송민석,박소담,오하늬,윤준호,이미소,김승찬,이병훈,이상희,이승현,안재홍,이대연,이동훈,권해효",2015-03-16,40,월요일,0
씽,2016-12-21,98,1730125,3,미국,유니버설픽쳐스인터내셔널코리아(유),전체관람가,"애니메이션,뮤지컬",가스제닝스,"매튜매커너히,리즈위더스푼,스칼렛요한슨,태런에저튼,세스맥팔레인",2017-01-29,40,일요일,1
아가씨,2016-06-01,4483,4265044,117,한국,씨제이이앤엠(주),청소년관람불가,"스릴러,드라마",박찬욱,"김민희,김태리,하정우,조진웅,김해숙,문소리,최병모,김인우,이용녀,조은형,장한순,이규정,이승준,이윤재",2016-07-10,40,일요일,1
아기배달부스토크,2016-12-07,2,323201,1,미국,워너브러더스코리아(주),전체관람가,애니메이션,"니콜라스스톨러,더그스윗랜드","앤디샘버그,켈시그래머,제니퍼애니스턴,티버렐",2017-01-15,40,일요일,1
아메리칸셰프,2015-01-07,2689,144469,61,미국,(주)영화사진진,15세이상관람가,코미디,존파브로,"존파브로,엠제이안소니,소피아베르가라,스칼렛요한슨,더스틴호프만,로버트다우니주니어,존레귀자모",2015-02-15,40,일요일,1
아메리칸스나이퍼,2015-01-14,842,344472,15,미국,워너브러더스코리아(주),청소년관람불가,액션,클린트이스트우드,"브래들리쿠퍼,시에나밀러",2015-02-22,40,일요일,1
아메리칸허슬,2014-02-20,30,155374,1,미국,(주)누리픽쳐스,청소년관람불가,"범죄,드라마",데이빗O.러셀,"크리스찬베일,돈올리비에리,에이미아담스,브래들리쿠퍼,제니퍼로렌스,제레미레너,루이스C.K.,알렉산드로니볼라",2014-03-26,35,수요일,0
아빠를빌려드립니다,2014-11-20,116,171014,1,한국,"메가박스(주)플러스엠,(주)레드로버",12세이상관람가,"코미디,가족,드라마",김덕수,"김상경,문정희,채정안,이동규,이정희,장원재,정찬우,최민석,김유민,김장원,조재윤,남보라",2014-12-29,40,월요일,0
아수라,2016-09-28,100,2593309,4,한국,씨제이이앤엠(주),청소년관람불가,"범죄,액션",김성수,"정우성,황정민,주지훈,곽도원,정만식,김원해,김종수,김해곤,윤지혜,오연아,윤제문,이종성,장근영,박지환,손영진,양영일,유정호,윤성민,이가경,이광기,이상민,채성원,김남조,노남석,박갑진",2016-11-06,40,일요일,1
아이스에이지지구대충돌,2016-07-20,25,553492,1,미국,이십세기폭스코리아(주),전체관람가,"애니메이션,어드벤처,코미디",마이크트메이어,"존레귀자모,레이로마노,제니퍼로페즈,아담드바인,제시타일러퍼거슨,사이몬페그,멜리사로치",2016-08-28,40,일요일,1
악녀,2017-06-08,341,1207460,36,한국,(주)넥스트엔터테인먼트월드(NEW),청소년관람불가,액션,정병길,"김옥빈,신하균,성준,김서형,조은지,이승주,정해균,박철민,손민지,민예지,김연우,주문수",2017-07-17,40,월요일,0
악의연대기,2015-05-14,91,2191871,2,한국,씨제이이앤엠(주),15세이상관람가,스릴러,백운학,"손현주,마동석,최다니엘,박서준,이준혁,이태호,이현우,강민정,조은수,서정우,최동헌,안용우,이명준,이성재,이용희,이은정,김태강,정원중,지대한,장준녕,정준원",2015-06-22,40,월요일,0
"안녕,헤이즐",2014-08-13,129,748837,3,미국,이십세기폭스코리아(주),12세이상관람가,"드라마,멜로/로맨스",조쉬분,"쉐일린우들리,안셀엘고트,냇울프,윌렘데포",2014-09-21,40,일요일,1
암살,2015-07-22,135266,12193079,506,한국,(주)쇼박스,15세이상관람가,"액션,드라마",최동훈,"전지현,이정재,하정우,오달수,조진웅,이경영,최덕문,김의성,박병은,김홍파,강용빈,홍성지,지동주,장현석,장용현,김민지,김승찬,안태랑,김예은,김정석,김정호,김준우,김지원,박상민,박정환,조승우,김해숙,진경,박소은,김인우,심희섭",2015-08-30,40,일요일,1
애나벨,2014-10-02,11,926027,1,미국,워너브러더스코리아(주),15세이상관람가,공포(호러),존R.레오네티,"애나벨월리스,워드호튼,알프레우다드,에릭라딘,토니아멘돌라",2014-11-09,39,일요일,1
앤트맨,2015-09-03,919,2841399,66,미국,월트디즈니컴퍼니코리아(주),12세이상관람가,"액션,SF",페이튼리드,"폴러드,마이클더글라스,에반젤린릴리,코리스톨",2015-10-07,35,수요일,0
앵그리버드더무비,2016-05-19,144,677962,7,미국,유니버설픽쳐스인터내셔널코리아(유),전체관람가,애니메이션,"퍼갈레일리,클레이케이티스",NA,2016-06-27,40,월요일,0
어린왕자,2015-12-23,114,578695,5,프랑스,씨네그루(주)다우기술,전체관람가,"애니메이션,판타지,어드벤처",마크오스본,"제프브리지스,레이첼맥아담스,맥켄지포이,마리옹꼬띠아르,제임스프랭코,베니치오델토로,알버트브룩스,리키제바이스,폴지아마티,버드코트,릴리오스본",2016-01-31,40,일요일,1
어메이징스파이더맨2,2014-04-23,75,4168080,2,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),12세이상관람가,"액션,판타지",마크웹,"앤드류가필드,엠마스톤,제이미폭스,데인드한",2014-06-01,40,일요일,1
어벤져스에이지오브울트론,2015-04-23,4592,10473813,190,미국,월트디즈니컴퍼니코리아(주),12세이상관람가,"액션,어드벤처,판타지,SF",조스웨던,"로버트다우니주니어,크리스헴스워스,마크러팔로,크리스에반스,스칼렛요한슨,제레미레너,돈치들,애런존슨,엘리자베스올슨,폴베타니,코비스멀더스,제임스스페이더,사무엘L.잭슨,수현",2015-06-01,40,월요일,0
언브로큰,2015-01-07,59,256801,1,미국,유니버설픽쳐스인터내셔널코리아(유),15세이상관람가,"액션,드라마,전쟁",안젤리나졸리,"잭오코넬,도널글리슨,가렛헤드룬드,핀위트록",2015-02-10,35,화요일,0
언프렌디드친구삭제,2015-05-07,51,219588,1,미국,유니버설픽쳐스인터내셔널코리아(유),15세이상관람가,"공포(호러),스릴러",레오가브리아제,"샐리헤닝,모세제이콥스톰,윌펠츠,헤더소서맨",2015-06-15,40,월요일,0
얼라이드,2017-01-11,69,520251,2,미국,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,"스릴러,드라마,멜로/로맨스",로버트저메키스,"브래드피트,마리옹꼬띠아르,리지캐플란,매튜구드,자레드해리스",2017-02-19,40,일요일,1
에이리언커버넌트,2017-05-09,25,1304961,1,미국,이십세기폭스코리아(주),15세이상관람가,"SF,스릴러",리들리스콧,"마이클패스벤더,캐서린워터스턴,제임스프랭코,누미라파스,가이피어스,빌리크루덥,카르멘에조고,대니맥브라이드,주시스몰렛",2017-06-17,40,토요일,1
엑소더스신들과왕들,2014-12-03,35,1511771,2,미국,이십세기폭스코리아(주),12세이상관람가,드라마,리들리스콧,"크리스찬베일,조엘에저튼,시고니위버,벤킹슬리,아론폴",2015-01-11,40,일요일,1
엑스마키나,2015-01-21,54,78049,1,미국,유니버설픽쳐스인터내셔널코리아(유),청소년관람불가,"SF,스릴러",알렉스가랜드,"도널글리슨,알리시아비칸데르,오스카아이삭",2015-02-26,37,목요일,0
엑스맨데이즈오브퓨처패스트,2014-05-22,1055,4311068,29,미국,이십세기폭스코리아(주),12세이상관람가,"액션,판타지,SF,어드벤처",브라이언싱어,"휴잭맨,제임스맥어보이,마이클패스벤더,제니퍼로렌스,할리베리,엘렌페이지",2014-06-30,40,월요일,0
엑스맨아포칼립스,2016-05-25,38,2937991,2,미국,이십세기폭스코리아(주),12세이상관람가,"액션,어드벤처,판타지,SF",브라이언싱어,"제임스맥어보이,마이클패스벤더,제니퍼로렌스,오스카아이삭,니콜라스홀트,로즈번,타이쉐리던,소피터너,올리비아문,루카스틸",2016-07-03,40,일요일,1
엣지오브투모로우,2014-06-04,6790,4678236,82,미국,워너브러더스코리아(주),12세이상관람가,"액션,SF",더그라이만,"톰크루즈,에밀리블런트,빌팩스톤",2014-07-13,40,일요일,1
여교사,2017-01-04,147,118092,8,한국,필라멘트픽쳐스,청소년관람불가,드라마,김태용,"김하늘,유인영,이원근,이기우",2017-02-12,40,일요일,1
역린,2014-04-30,193,3843934,17,한국,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,사극,이재규,"현빈,정재영,조정석,한지민,조재현,박성웅,김성령,정은채,강민지,박지혜,석현,정성민,조정민,최용식,이상현,한대룡,이수봉,홍남희,김고운,이승주,이승주,이승훈,이언정,이용출,이용출,이정수,김기수,김나현,김도연,김두루,김현진,송영창,김대명,천보근",2014-06-08,40,일요일,1
연평해전,2015-06-24,3859,6024879,84,한국,(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,드라마,김학순,"김무열,진구,김율호,이현우,이완,이청아,천민희,이한종,박찬희,박혜준,최순조,최승준,최종환,송재호,유형균,박정학,이철민,김강일",2015-08-02,40,일요일,1
오늘의연애,2015-01-14,34,1891940,2,한국,씨제이이앤엠(주),15세이상관람가,"멜로/로맨스,코미디",박진표,"이승기,문채원,이서진,장진우,이경진,이동진,임하룡,이상협,김광규,김부선,가인,임종윤,남능미",2015-02-22,40,일요일,1
오두막,2017-04-20,217,68101,7,미국,판씨네마(주),12세이상관람가,드라마,스튜어트하젤딘,"샘워싱턴,옥타비아스펜서,라다미첼,라이언로빈스,그레이엄그린,데릭해밀턴,에밀리홈즈",2017-05-29,40,월요일,0
오베라는남자,2016-05-25,321,86319,4,스웨덴,"(주)싸이더스,(주)디스테이션",12세이상관람가,드라마,하네스홀름,"롤프라스가드,바하르파르스,필립버그,이다엥볼",2016-07-03,40,일요일,1
오빠생각,2016-01-21,120,1069327,5,한국,(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,"드라마,전쟁",이한,"임시완,고아성,이희준,이준혁,정준원,이레,김영재,임윤경,정대웅,정병두,정세훈,이건하,이성욱,이승빈,이승준,이연화,홍동영,홍솔,강현구,정준용",2016-02-29,40,월요일,0
오즈의마법사돌아온도로시,2015-02-12,15,292960,4,미국,(주)박수엔터테인먼트,전체관람가,"애니메이션,판타지,뮤지컬,어드벤처,가족","윌핀,댄세인트피에르","레아미셸,패트릭스튜어트,휴댄시,댄애크로이드",2015-03-23,40,월요일,0
오피스,2015-09-03,30,441208,3,한국,(주)리틀빅픽쳐스,15세이상관람가,"스릴러,미스터리",홍원찬,"고아성,박성웅,배성우,김의성,류현경,이채은,오대환,박정민,이정환,최철수,안지혜,이성진,이영수,최병모,기주봉",2015-10-07,35,수요일,0
옥자,2017-06-29,381,316933,11,미국,(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,"어드벤처,액션,드라마",봉준호,"틸다스윈튼,제이크질렌할,폴다노,안서현,변희봉,스티븐연,릴리콜린스,셜리헨더슨,다니엘헨셜,데본보스틱,최우식,지안카를로에스포지토,켈리맥도날드,윤제문",2017-08-07,40,월요일,0
와일드,2015-01-22,235,79203,9,미국,이십세기폭스코리아(주),청소년관람불가,드라마,장마크발레,"리즈위더스푼,가비호프만,로라던",2015-03-02,40,월요일,0
우리는형제입니다,2014-10-23,484,970021,3,한국,(주)쇼박스,12세이상관람가,"코미디,드라마",장진,"김성균,조진웅,윤진이,김원,김지경,이효제,김병옥,이철민,김원해,이상수,이한위,이해영,배제기,조복래,차은재",2014-11-30,39,일요일,1
우먼인골드,2015-07-09,184,141560,4,미국,(주)팝엔터테인먼트,12세이상관람가,드라마,사이먼커티스,"헬렌미렌,라이언레놀즈,다니엘브륄",2015-08-17,40,월요일,0
우아한거짓말,2014-03-13,36,1613771,8,한국,CGV아트하우스,12세이상관람가,드라마,이한,"김희애,고아성,김유정,김향기,유아인,강다영,강다정,박지영,박진수,선현철,장세영,오유진,정난희,조민영,조수정,이경원,이경원,이나현,이수경,한재훈,이승준,이은진,이재구,이재은,황은정,김민아,김민정,김영재,김지훈,김해일,김화목,박송해",2014-04-21,40,월요일,0
원더우먼,2017-05-31,101,2160586,2,미국,워너브러더스코리아(주),12세이상관람가,"액션,어드벤처,판타지,SF",팻티젠킨스,"갤가돗,로빈라이트,크리스파인,데이빗듈리스,코니닐슨,엘레나아나야",2017-07-09,40,일요일,1
